:ID,:LABEL,text
alight_from_a_vehicle_close_to_the_principal_entrance___or_alternative_accessible_entrance___of_the_building,quality,"alight from a vehicle close to the principal entrance , or alternative accessible entrance , of the building"
convenient_for_entry_into_the_building,quality,convenient for entry into the building
Skirtings,object,Skirtings
50mm,value,50mm
total_thickness,property,total thickness
shallow_projecting,property,shallow projecting
casings,object,casings
1800mm,value,1800mm
discounted_when_measuring_clear_width,quality,discounted when measuring clear width
designed___within_the_overall_constraints_of_space,quality,"designed , within the overall constraints of space"
difference_in_level_between_the_entrance_storey_and_the_site_entry_point_is_minimised,quality,difference in level between the entrance storey and the site entry point is minimised
handle,object,handle
living_area,object,living area
700_1000mm_above_floor_level,quality,700-1000mm above floor level
remote_opening_device,object,remote opening device
within_this_height_range,quality,within this height range
warning,object,warning
placed_sufficiently_in_advance_of_the_hazard_to_allow_time_to_stop,quality,placed sufficiently in advance of the hazard to allow time to stop
not_be_so_narrow_that_it_might_be_missed_in_a_single_stride,quality,not be so narrow that it might be missed in a single stride
sufficient,quality,sufficient
approach_the_building,quality,approach the building
pass_others_who_are_travelling_in_the_opposite_direction,quality,pass others who are travelling in the opposite direction
carry_out_all_necessary_manoeuvres,quality,carry out all necessary manoeuvres
WC_doors,object,WC doors
Wheelchair_accessible,quality,Wheelchair accessible
level_access,quality,level access
shower,object,shower
illuminance,property,illuminance
200_lux,value,200 lux
difference_in_light_reflectance_value,property,difference in light reflectance value
20_points,value,20 points
sanitary_facilities,object,sanitary facilities
wheelchair_accessible,quality,wheelchair accessible
basins,object,basins
sinks,object,sinks
wall_hung___typically_with_their_rim_770_850mm_above_finished_floor_level__,quality,wall hung ( typically with their rim 770-850mm above finished floor level )
clear_zone,object,clear zone
beneath_basins___services_and_pedestals,quality,"beneath basins , services and pedestals"
maximised_to_enable_wheelchair_users_to_approach,quality,maximised to enable wheelchair users to approach
WC_pans,object,WC pans
400mm,value,400mm
high,property,high
over_its_whole_length_or_in_part,quality,over its whole length or in part
that_part,object,that part
designed_as_ramped_access,quality,designed as ramped access
agreed_level_of_provision,property,agreed level of provision
clearly_recorded,quality,clearly recorded
used_only_as_an_emergency_exit,quality,used only as an emergency exit
lead_to_spaces_in_a_dwelling_or_accommodation_facility_other_than_those_that_are_necessary_for_living,quality,lead to spaces in a dwelling or accommodation facility other than those that are necessary for living
riser,property,riser
220_millimetres,value,220 millimetres
tread,property,tread
cleansable,quality,cleansable
water_seal,object,water seal
protective_part,property,protective part
contains_only_vertical_structures,quality,contains only vertical structures
cube,object,cube
100_millimetres,value,100 millimetres
pass_through_its_openings,quality,pass through its openings
In_connection_with_repair_and_alteration_work,quality,In connection with repair and alteration work
heat_emitters,object,heat emitters
hot_water_ring_duct,object,hot water ring duct
heat_emission_capacity,property,heat emission capacity
to_be_installed,quality,to be installed
200_Watts_per_room,value,200 Watts per room
water_system,object,water system
leakproof,quality,leakproof
storm_water_system,object,storm water system
cleansable_via_manholes_and_fittings,quality,cleansable via manholes and fittings
withstand_internal_excess_pressure_of_at_least_1_000_kilopascals,quality,withstand internal excess pressure of at least 1 000 kilopascals
control_appliance,object,control appliance
plumbing_fixture,object,plumbing fixture
surface_temperature,property,surface temperature
40_degrees_Celsius,value,40 degrees Celsius
apartment_specific,quality,apartment-specific
located_in_a_place_where_they_are_easy_to_install___read_and_service,quality,"located in a place where they are easy to install , read and service"
side_edges,property,side edges
fitted_with_a_raised_camber_to_prevent_slipping_over_the_edge,quality,fitted with a raised camber to prevent slipping over the edge
50_millimetres,value,50 millimetres
able_to_pass_through_the_opening_between_the_plane_level_and_the_handrail_or_wall,quality,able to pass through the opening between the plane level and the handrail or wall
Products,object,Products
suitable_for_conveying_household_water,quality,suitable for conveying household water
water_point,object,water point
connected_to_the_sewer_via_a_drainage_fixture,quality,connected to the sewer via a drainage fixture
water_temperature,property,water temperature
water,object,water
hot_water_system,object,hot water system
55_degrees_Celsius,value,55 degrees Celsius
available_from_the_hot_water_plumbing_fixture_within_20_seconds,quality,available from the hot water plumbing fixture within 20 seconds
extend_to_a_height_of_at_least_0_7_metres_from_the_surface_of_the_landing_or_step,quality,extend to a height of at least 0.7 metres from the surface of the landing or step
Leakage,property,Leakage
pressure_sewer,object,pressure sewer
groundwater_zone,object,groundwater zone
detectable,quality,detectable
repair_and_alteration,quality,repair and alteration
fitted_with_a_floor_drain,quality,fitted with a floor drain
showers,object,showers
wash_rooms,object,wash rooms
in_connection_with_saunas,quality,in connection with saunas
laundry_room,object,laundry room
heat_distribution_room,object,heat distribution room
ventilation_unit_room,object,ventilation unit room
toilet_facility,object,toilet facility
intended_for_public_use,quality,intended for public use
technical_utility_room,object,technical utility room
with_a_possibility_to_water_damage,quality,with a possibility to water damage
car_wash_facility,object,car wash facility
special_facilities,object,special facilities
cleansed_by_water_rinsing,quality,cleansed by water rinsing
public,quality,public
outdoor_and_indoor_spaces,object,outdoor and indoor spaces
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,quality,continue at least 300 millimetres past the start and end points of the structure
ramps,object,ramps
2_4_metres,value,2.4 metres
located_in_assembly_areas,quality,located in assembly areas
placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,quality,placed so as to divide the passageway into parts no wider than the abovementioned width
malfunction_detector,object,malfunction detector
integrity,property,integrity
ensured_with_pressure_testing_using_water,quality,ensured with pressure testing using water
between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,quality,between a door that opens onto a landing and the upper edge of the ramp or flight of stairs
400_millimetres,value,400 millimetres
on_the_side_wall,quality,on the side wall
on_the_end_wall,quality,on the end wall
designed_so_as_to_prevent_detrimental_cross_flow_of_water_from_the_hot_water_pipe_to_the_cold_water_pipe_or_vice_versa,quality,designed so as to prevent detrimental cross-flow of water from the hot water pipe to the cold water pipe or vice versa
Vertical,quality,Vertical
structural,quality,structural
leak_detectors,object,leak detectors
each,quality,each
not_visible,quality,not visible
installed_for_the_entire_length,quality,installed for the entire length
Drains,object,Drains
convey_foundation_drainage_water_via_drainage_wells_to_a_collection_well,quality,convey foundation drainage water via drainage wells to a collection well
can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,quality,can not be conveyed from the drainage points of a building with gravity unloading via a gradient sewer
between_floor_levels,quality,between floor levels
covered,quality,covered
designed_and_shaped,quality,designed and shaped
allows_a_firm_grip,quality,allows a firm grip
After_a_period_of_non_use_of_at_least_eight_hours,quality,After a period of non-use of at least eight hours
24_degrees_Celsius,value,24 degrees Celsius
steps,object,steps
covered_or_heated,quality,covered or heated
staircases,object,staircases
300_millimetres,value,300 millimetres
160_millimetres,value,160 millimetres
270_millimetres,value,270 millimetres
waste_water_pumping_station,object,waste water pumping station
rise,property,rise
intended_for_everyday_use,quality,intended for everyday use
180_millimetres,value,180 millimetres
flushing,property,flushing
carried_out_with_household_water,quality,carried out with household water
remove_any_dirt_and_debris_from_the_pipe_network,quality,remove any dirt and debris from the pipe network
cleanouts,object,cleanouts
entire_pipeline_may_be_cleansed,quality,entire pipeline may be cleansed
pressure_gauge,object,pressure gauge
thermometers,object,thermometers
water_pipe,object,water pipe
mixed_domestic_hot_water,quality,mixed domestic hot water
water_heater,object,water heater
domestic_hot_water,quality,domestic hot water
ring_duct,object,ring duct
measure_the_temperature_of_return_water,quality,measure the temperature of return water
throttling_valves,object,throttling valves
65_degrees_Celsius,value,65 degrees Celsius
Waste_water,object,Waste water
conveyed_to_the_sewer_of_the_water_supply_plant_or_for_purification_property_specifically_or_to_a_cesspit,quality,conveyed to the sewer of the water supply plant or for purification property-specifically or to a cesspit
pass_between_the_lower_edge_of_a_barriers_protective_part_and_the_landing_or_the_upper_surface_or_edge_of_a_step,quality,pass between the lower edge of a barriers protective part and the landing or the upper surface or edge of a step
water_meter,object,water meter
property,object,property
located_in_a_place_where_it_is_easy_to_install___read_and_service_and_where_it_can_not_freeze,quality,"located in a place where it is easy to install , read and service and where it can not freeze"
uncovered,quality,uncovered
unheated,quality,unheated
390_millimetres,value,390 millimetres
130_millimetres,value,130 millimetres
After_rebating,quality,After rebating
frame_components,object,frame components
32mm,value,32mm
timber,object,timber
three,value,three
compliance_checklist,object,compliance checklist
completed,quality,completed
looped,quality,looped
cords,object,cords
fitted_with_child_safety_devices,quality,fitted with child safety devices
panel,object,panel
doorset,object,doorset
15mm,value,15mm
thick,property,thick
Beading,object,Beading
mechanically_fixed,quality,mechanically fixed
glued_in_position,quality,glued in position
Between_the_locking_points,quality,Between the locking points
mortice_lock,object,mortice lock
surface_mounted,quality,surface-mounted
rim_lock,object,rim lock
400_600mm,value,400-600mm
Buildings,object,Buildings
located_near_to_significant_local_pollution_sources,quality,located near to significant local pollution sources
designed_to_minimise_the_intake_of_external_air_pollutants,quality,designed to minimise the intake of external air pollutants
Door,object,Door
rails,object,rails
stiles,object,stiles
muntins,object,muntins
44mm,value,44mm
sections,property,sections
centrally_hinged,quality,centrally hinged
assessed_as_a_single_side___bottom_or_top_hung_window,quality,"assessed as a single side , bottom or top hung window"
shutters,object,shutters
used_in_the_day_and_the_windows_opened_only_when_it_is_cooler_outside,quality,used in the day and the windows opened only when it is cooler outside
Frames,object,Frames
mechanically_fixed_to_the_structure_of_the_building_in_accordance_with_the_manufacturers_installation_instructions,quality,mechanically fixed to the structure of the building in accordance with the manufacturers installation instructions
Guarding,object,Guarding
sized_to_prevent_the_passage_of_a_100mm_sphere,quality,sized to prevent the passage of a 100mm sphere
system_for_purge_ventilation,object,system for purge ventilation
habitable_room,object,habitable room
demonstrate_compliance_with_Part_F_of_the_Building_Regulations,quality,demonstrate compliance with Part F of the Building Regulations
network_distribution_point,object,network distribution point
cabinet,object,cabinet
box,object,box
mounted_on_a_wall,quality,mounted on a wall
telegraph_pole,object,telegraph pole
proportion,value,proportion
opened_with_a_very_low_risk_of_occupants_falling_from_height,quality,opened with a very low risk of occupants falling from height
considered_to_form_part_of_the_overheating_mitigation_strategy,quality,considered to form part of the overheating mitigation strategy
resist_unauthorised_access,quality,resist unauthorised access
part,object,part
access_can_be_gained_to_a_flat_within_the_building,quality,access can be gained to a flat within the building
installation,property,installation
electrical_installations,object,electrical installations
protect_persons_operating___maintaining_or_altering_the_installations_from_fire_or_injury,quality,"protect persons operating , maintaining or altering the installations from fire or injury"
Sufficient,quality,Sufficient
information,object,information
about_the_overheating_mitigation_strategy_and_its_maintenance_requirements,quality,about the overheating mitigation strategy and its maintenance requirements
given_to_owners_so_that_it_can_be_used_effectively,quality,given to owners so that it can be used effectively
provided_to_ensure_that_people_can_operate___maintain_or_alter_an_electrical_installation_with_reasonable_safety,quality,"provided to ensure that people can operate , maintain or alter an electrical installation with reasonable safety"
solid,quality,solid
laminated,quality,laminated
density,property,density
600kg_m3,value,600kg/m3
provided_in_a_clear_manner,quality,provided in a clear manner
for_a_non_technical_audience,quality,for a non-technical audience
main_doors,object,main doors
for_entering_a_dwelling,quality,for entering a dwelling
front_door,object,front door
door_viewer,object,door viewer
exist_to_see_callers,quality,exist to see callers
clear,quality,clear
next_to_the_doorset,quality,next to the doorset
front_doorset,object,front doorset
multipoint_locking_system,object,multipoint locking system
PAS_3621___key_locking_on_both_sides__,quality,PAS 3621 ( key locking on both sides )
PAS_8621___non_key_locking_on_the_internal_face__,quality,PAS 8621 ( non-key locking on the internal face )
PAS_10621___non_key_locking_on_the_internal_face___but_with_an_external_locking_override_facility__,quality,"PAS 10621 ( non-key locking on the internal face , but with an external locking override facility )"
morticed_bolts,object,morticed bolts
projection,property,projection
20mm,value,20mm
from_the_top_and_bottom_corners_of_the_door,property,from the top and bottom corners of the door
avoid_any_door_construction_joints,quality,avoid any door construction joints
non_primary,quality,non-primary
securely_held_in_place,quality,securely held in place
Part_2_and_3,object,Part 2 and 3
signed_by_a_person_who_is_competent_to_design_the_residential_building,quality,signed by a person who is competent to design the residential building
resilient_layer,object,resilient layer
timber_sheathing,object,timber sheathing
9mm,value,9mm
expanded_metal,object,expanded metal
resilient_material,object,resilient material
to_the_full_height_of_the_door,quality,to the full height of the door
600mm,value,600mm
either_side,property,either side
230mm,value,230mm
erected,quality,erected
given_to_the_owner_of_the_building_to_allow_them_to_use_the_overheating_mitigation_strategy_effectively,quality,given to the owner of the building to allow them to use the overheating mitigation strategy effectively
free_area,object,free area
available_for_ventilation_during_sleeping_hours,quality,available for ventilation during sleeping hours
opened_securely,quality,opened securely
considered_to_provide_useful_ventilation,quality,considered to provide useful ventilation
common_access_point,object,common access point
gigabit_capable_public_electronic_communications_network,object,gigabit-capable public electronic communications network
gigabit_ready_physical_infrastructure,object,gigabit-ready physical infrastructure
gained_via_an_interconnecting_doorset_from_the_garage,object,gained via an interconnecting doorset from the garage
garage_doorset,object,garage doorset
pedestrian,quality,pedestrian
vehicular,quality,vehicular
interconnecting_doorset,object,interconnecting doorset
secure_doorset,object,secure doorset
work,object,work
carried_out_so_as_to_ensure_that_the_building_is_equipped_in_addition_with_a_common_access_point_for_gigabit_capable_public_electronic_communications_networks,quality,carried out so as to ensure that the building is equipped in addition with a common access point for gigabit-capable public electronic communications networks
Window_handles,object,Window handles
open_outwards,property,open outwards
650mm,value,650mm
from_the_inside_face_of_the_wall,property,from the inside face of the wall
at_its_maximum_openable_angle,quality,at its maximum openable angle
remaining,quality,remaining
access_to_cable_routes,quality,access to cable routes
cable_routes,object,cable routes
laid_as_straight_as_possible,quality,laid as straight as possible
access_points,object,access points
pulled_through_in_future,quality,pulled through in future
cavity_walls,object,cavity walls
leaves,object,leaves
90mm,value,90mm
cavities,object,cavities
alongside_the_cable_duct,quality,alongside the cable duct
backfilled_in_a_way_that_avoids_damage_to_the_duct,quality,backfilled in a way that avoids damage to the duct
future_connection,object,future connection
locations,property,locations
clearly_identified,quality,clearly identified
labelled,quality,labelled
provided_with_cable_routes,quality,provided with cable routes
Cable_routes,object,Cable routes
provided_from_a_metered_electricity_supply_point_to_the_future_connection_location,quality,provided from a metered electricity supply point to the future connection location
Each,quality,Each
letter,object,letter
mixed_use,quality,mixed-use
car_park,object,car park
requirements,object,requirements
to_install_electric_vehicle_charge_points_or_cable_routes,quality,to install electric vehicle charge points or cable routes
first_be_applied_to_those_parking_spaces_outside_the_covered_car_park,quality,first be applied to those parking spaces outside the covered car park
cost,property,cost
installing_the_required_electric_vehicle_charge_point_and_cable_routes_for_electric_vehicle_charge_points,quality,installing the required electric vehicle charge point and cable routes for electric vehicle charge points
7__,value,7 %
total_cost,property,total cost
major,quality,major
renovation,object,renovation
exempt_from_the_requirement_to_install_the_electric_vehicle_charge_point,quality,exempt from the requirement to install the electric vehicle charge point
electric_vehicle_charge_points,object,electric vehicle charge points
installed_in_a_minimum_of_one_fifth_of_the_total_number_of_parking_spaces,quality,installed in a minimum of one fifth of the total number of parking spaces
associated,quality,associated
not_a_requirement_to_install_electric_vehicle_charge_points,quality,not a requirement to install electric vehicle charge points
installed_in_all_remaining_associated_parking_spaces,quality,installed in all remaining associated parking spaces
not_enough,quality,not enough
outside_of_the_covered_car_park,quality,outside of the covered car park
meet_the_requirement_to_install_electric_vehicle_charge_points,quality,meet the requirement to install electric vehicle charge points
surface_area,property,surface area
whole,quality,whole
included_when_assessing_whether_the_works_constitute_a_major_renovation,quality,included when assessing whether the works constitute a major renovation
One,value,One
electric_vehicle_charge_point,object,electric vehicle charge point
Solid_walls,object,Solid walls
constructed_of_coursed_brickwork_or_blockwork,quality,constructed of coursed brickwork or blockwork
1_16,value,1/16
combined_dead___imposed_and_wind_loads,property,"combined dead , imposed and wind loads"
sustained,quality,sustained
transmitted_by_it_to_the_ground,quality,transmitted by it to the ground
safely,quality,safely
without_causing_such_deflection_or_deformation_of_any_part_of_the_building___or_such_movement_of_the_ground___as_will_impair_the_stability_of_any_part_of_another_building,quality,"without causing such deflection or deformation of any part of the building , or such movement of the ground , as will impair the stability of any part of another building"
installing_electric_vehicle_charge_points_and_cable_routes,quality,installing electric vehicle charge points and cable routes
total_capital_cost,property,total capital cost
location,property,location
suitable_for_use_by_electric_vehicles_with_charging_inlets_in_different_places,quality,suitable for use by electric vehicles with charging inlets in different places
methodology,object,methodology
determining_costs,quality,determining costs
consistent_between_all_elements_of_the_calculation_to_allow_a_fair_comparison_between_the_cost_of_the_major_renovation_and_the_cost_of_electric_vehicle_charge_point_infrastructure,quality,consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure
selection,property,selection
critical,quality,critical
situations,object,situations
for_design,quality,for design
made_reflecting_the_conditions_that_can_reasonably_be_foreseen_during_future_use,quality,made reflecting the conditions that can reasonably be foreseen during future use
sign,object,sign
sited_where_a_person_installing_an_electric_vehicle_charge_point_in_future_will_see_it,quality,sited where a person installing an electric vehicle charge point in future will see it
suitably,quality,suitably
weatherproof_for_its_location,quality,weatherproof for its location
termination_points,property,termination points
cable_duct,object,cable duct
sited_where_access_to_maintain_in_future_is_unrestricted,quality,sited where access to maintain in future is unrestricted
text,object,text
displayed_over_three_lines,quality,displayed over three lines
total_number,property,total number
have_access_to_either___a___cable_routes___b___an_electric_vehicle_charge_point,quality,have access to either : a . cable routes ; b . an electric vehicle charge point
number,property,number
wall_ties,object,wall ties
horizontal_spacing,property,horizontal spacing
900mm,value,900mm
vertical_spacing,property,vertical spacing
450mm,value,450mm
spaced,quality,spaced
number_of_wall_ties_per_square_metre,property,number of wall ties per square metre
2_5_ties_m2,value,2.5 ties/m2
undergoing_major_renovation,quality,undergoing major renovation
not_a_residential_building_or_a_mixeduse_building,quality,not a residential building or a mixeduse building
after_the_major_renovation_is_completed,quality,after the major renovation is completed
access_to_one_electric_vehicle_charge_point,quality,access to one electric vehicle charge point
installed_in_a_minimum_of_one_fifth_of_the_total_number_of_remaining_parking_spaces,quality,installed in a minimum of one fifth of the total number of remaining parking spaces
not_a_residential_building_or_a_mixed_use_building,quality,not a residential building or a mixed-use building
other_than_residential_or_mixed_use_buildings,quality,other than residential or mixed-use buildings
requirement,object,requirement
to_install_an_electric_vehicle_charge_point,quality,to install an electric vehicle charge point
met_by_installing_a_charge_point_in_a_parking_space_that_is_not_within_a_covered_car_park,quality,met by installing a charge point in a parking space that is not within a covered car park
to_install_electric_vehicle_charge_points,quality,to install electric vehicle charge points
met_by_installing_charge_points_in_parking_spaces_that_are_not_within_a_covered_car_park,quality,met by installing charge points in parking spaces that are not within a covered car park
undertaken_on_a_mixed_use_building,quality,undertaken on a mixed-use building
determined_which_parking_spaces_are_associated_parking_spaces_for_the_use_of_occupants_of_the_dwellings___and_which_parking_spaces_are_for_use_by_users_of_the_non_residential_function_of_the_building,quality,"determined which parking spaces are associated parking spaces for the use of occupants of the dwellings , and which parking spaces are for use by users of the non-residential function of the building"
installing_only_cable_routes,quality,installing only cable routes
to_install_either_electric_vehicle_charge_points_or_cable_routes,quality,to install either electric vehicle charge points or cable routes
vehicle_barriers,object,vehicle barriers
allowed_around_the_future_connection_location,quality,allowed around the future connection location
for_commercial_purposes,quality,for commercial purposes
conservatory,object,conservatory
porch,object,porch
thermal_separation_from_the_existing_dwelling,quality,thermal separation from the existing dwelling
built_to_a_minimum_standard_of_total_energy_performance,quality,built to a minimum standard of total energy performance
chemical,quality,chemical
inhibitor,object,inhibitor
heating_circuit,object,heating circuit
protect_against_scale_and_corrosion,quality,protect against scale and corrosion
air_pressure_test,object,air pressure test
carried_out_on_every_dwelling,quality,carried out on every dwelling
at_least_the_same_extent_as_in_the_existing_dwelling,quality,at least the same extent as in the existing dwelling
Appliances,object,Appliances
capable_of_burning_both_biomass_fuel_and_fossil_fuel,quality,capable of burning both biomass fuel and fossil fuel
for_dua_lfuel_appliances,quality,for dua-lfuel appliances
smoke_control_area,object,smoke control area
anthracite_figure,property,anthracite figure
Areas,object,Areas
not_enclosed,quality,not enclosed
covered_ways,object,covered ways
excluded,quality,excluded
Biomass_heating,object,Biomass heating
supplemented_by_an_alternative_appliance,quality,supplemented by an alternative appliance
based_on_a_weighted_average_for_the_two_fuels,quality,based on a weighted average for the two fuels
newly_constructed,quality,newly constructed
built,quality,built
notice,object,notice
of_the_calculations,quality,of the calculations
heat_pump,object,heat pump
isolated_from_the_ground_heat_exchanger_such_that_damage_to_the_internal_heat_exchanger_inside_the_heat_pump_is_avoided,quality,isolated from the ground heat exchanger such that damage to the internal heat exchanger inside the heat pump is avoided
commissioned_to_ensure_that_they_use_no_more_fuel_and_power_than_is_reasonable_in_the_circumstances,quality,commissioned to ensure that they use no more fuel and power than is reasonable in the circumstances
carrying_out_work_on_an_existing_system___such_as_installing_or_replacing_components,quality,"carrying out work on an existing system , such as installing or replacing components"
energy_performance,property,energy performance
components,object,components
assessed,quality,assessed
installing_a_complete_new_or_replacement_system,quality,installing a complete new or replacement system
commissioning_plan,object,commissioning plan
given_to_the_building_control_body_with_the_design_stage_dwelling_primary_energy_rate___dwelling_emission_rate_and_dwelling_fabric_energy_efficiency_rate_calculations,quality,"given to the building control body with the design stage dwelling primary energy rate , dwelling emission rate and dwelling fabric energy efficiency rate calculations"
Geo_location,property,Geo-location
enabled_to_confirm_the_location___date_and_time,quality,"enabled to confirm the location , date and time"
image,object,image
Ground_arrays,object,Ground arrays
header_pipes,object,header pipes
manifolds,object,manifolds
flushed_as_one_system_to_remove_all_debris_and_purged_to_remove_all_air,quality,flushed as one system to remove all debris and purged to remove all air
total_floor_area,property,total floor area
compensating_measures,property,compensating measures
taken_to_improve_the_energy_efficiency_of_the_dwelling,quality,taken to improve the energy efficiency of the dwelling
treat_the_feed_water_to_water_heaters_and_the_hot_water_circuit_of_combination_boilers_to_reduce_lime_scale_accumulation,quality,treat the feed water to water heaters and the hot water circuit of combination boilers to reduce lime-scale accumulation
installed_where_appropriate,quality,installed where appropriate
photograph,object,photograph
per_detail,quality,per detail
recorded,quality,recorded
On_site,quality,On-site
electricity_generation_systems,object,electricity generation systems
commissioned_to_ensure_that_they_produce_as_much_electricity_as_is_reasonable_in_the_circumstances,quality,commissioned to ensure that they produce as much electricity as is reasonable in the circumstances
Photographs,object,Photographs
taken_at_appropriate_construction_stages_for_each_detail_when_completed___but_prior_to_closingup_works,quality,"taken at appropriate construction stages for each detail when completed , but prior to closingup works"
Systems,object,Systems
commissioned_to_optimise_the_use_of_energy_for_pumping,quality,commissioned to optimise the use of energy for pumping
annual,quality,annual
energy_savings,property,energy savings
estimated_using_the_Standard_Assessment_Procedure,quality,estimated using the Standard Assessment Procedure
newly_created,quality,newly created
signed_by_a_suitably_qualified_person___detailing_how_the_combined_emission_factor_has_been_derived,quality,"signed by a suitably qualified person , detailing how the combined emission factor has been derived"
calculated_using_the_measured_air_permeability,quality,calculated using the measured air permeability
energy_efficiency,property,energy efficiency
historic,quality,historic
traditional,quality,traditional
improved_only_if_doing_so_will_not_cause_long_term_deterioration_of_the_buildings_fabric_or_fittings,quality,improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings
flushed_and_purged_as_a_separate_system,quality,flushed and purged as a separate system
isolated_from_the_ground_array_system,quality,isolated from the ground array system
photographs,object,photographs
made_available_to_the_energy_assessor_and_the_building_control_body,quality,made available to the energy assessor and the building control body
results,property,results
pressure_tests,object,pressure tests
including_any_test_failures,quality,including any test failures
reported_to_the_building_control_body,quality,reported to the building control body
calculated_using_one_of_the_calculation_tools_in_the_approved_methodology___used_in_line_with_the_version_policy_as_stated_in_the_methodology,quality,"calculated using one of the calculation tools in the approved methodology , used in line with the version policy as stated in the methodology"
Units,object,Units
slinky,quality,slinky
ground_arrays,object,ground arrays
flushed_in_both_directions,quality,flushed in both directions
replacing,quality,replacing
installed_generation_capacity,property,installed generation capacity
that,property,that
demonstrated_to_be_more_appropriate_or_effective,quality,demonstrated to be more appropriate or effective
wet,quality,wet
newly_installed,quality,newly installed
fully_replaced,quality,fully replaced
emitters,object,emitters
sized,quality,sized
allow_the_space_heating_system_to_operate_effectively,quality,allow the space heating system to operate effectively
meets_the_heating_needs_of_the_dwelling___at_a_maximum_flow_temperature_of_55C_or_lower,quality,"meets the heating needs of the dwelling , at a maximum flow temperature of 55C or lower"
specification,property,specification
comfort_cooling_systems,object,comfort cooling systems
based_on_a_heat_gain_calculation_for_the_dwelling,quality,based on a heat gain calculation for the dwelling
gas_fired,quality,gas-fired
combination_boiler,object,combination boiler
following,quality,following
energy_efficiency_measures,property,energy efficiency measures
appropriate_to_the_system,quality,appropriate to the system
Heat_pumps,object,Heat pumps
selected_to_meet_the_full_space_heating_requirement_at_the_design_condition_chosen_for_heat_loss_calculations,quality,selected to meet the full space heating requirement at the design condition chosen for heat loss calculations
Variable_volume_control_systems,object,Variable volume control systems
used_to_reduce_the_volume_of_water_and_the_pressure_difference_required_from_the_pumps_under_part_load,quality,used to reduce the volume of water and the pressure difference required from the pumps under part load
luminous_efficacy,property,luminous efficacy
75_light_source_lumens_per_circuit_watt,value,75 light source lumens per circuit-watt
manual,quality,manual
control,object,control
acceptable,quality,acceptable
heating_systems,object,heating systems
future,quality,future
local,quality,local
district_heat_networks,object,district heat networks
located_and_installed_subject_to_the_manufacturers_guidance,quality,located and installed subject to the manufacturers guidance
electrically_operated_appliance,object,electrically operated appliance
integral_remote,object,integral remote
thermostatic_control,object,thermostatic control
renewable_technology,object,renewable technology
wind_turbine,object,wind turbine
photovoltaic_array,object,photovoltaic array
at_least_the_same_as_that_of_the_original_installation,quality,at least the same as that of the original installation
Automatic,quality,Automatic
input_charge,object,input charge
not_be_significantly_oversized_in_most_circumstances,quality,not be significantly oversized in most circumstances
cooling_appliance,object,cooling appliance
not_be_sized_for_more_than_120_of_the_design_cooling_load,quality,not be sized for more than 120 of the design cooling load
they_can_be_commissioned_to_suitable_ventilation_rates_so_that_spaces_are_not_significantly_over_ventilated,quality,they can be commissioned to suitable ventilation rates so that spaces are not significantly over-ventilated
Programmable,quality,Programmable
room_thermostats,object,room thermostats
with_an_override_feature,quality,with an override feature
provided_for_all_direct_electric_zones_of_the_electric_underfloor_heating_system,quality,provided for all direct electric zones of the electric underfloor heating system
rate_of_heat_release,property,rate of heat release
appliance,object,appliance
adjustable___using_an_adjustable_damper_or_other_thermostatically_controlled_method,quality,"adjustable , using an adjustable damper or other thermostatically controlled method"
Under_floor,quality,Under-floor
intended_for_intermittent_or_cyclical_operation,quality,intended for intermittent or cyclical operation
installed_over_unheated_rooms,quality,installed over unheated rooms
separated_from_the_structural_floor_by_a_layer_of_insulation_with_a_thermal_resistance_of_at_least_1_25___m2K____W,quality,separated from the structural floor by a layer of insulation with a thermal resistance of at least 1.25 ( m2K ) /W
District_heat_networks,object,District heat networks
community_heating_systems,object,community heating systems
designed_to_accommodate_heat_meter___s___for_each_dwelling,quality,designed to accommodate heat meter ( s ) for each dwelling
150m2,value,150m2
independently_controlled,quality,independently controlled
heating_circuits,object,heating circuits
Independent,quality,Independent
temperature_control,object,temperature control
hot_water_circuit,object,hot water circuit
implemented_with_a_cylinder_thermostat_and_a_timing_device,quality,implemented with a cylinder thermostat and a timing device
design_temperature_difference,property,design temperature difference
community_heating_primary_circuit,object,community heating primary circuit
20C,value,20C
gas_combination_boiler,object,gas combination boiler
boiler_type,property,boiler type
selected_to_modulate_down_to_the_typical_heating_load,quality,selected to modulate down to the typical heating load
Heating_systems,object,Heating systems
screed_floors,object,screed floors
65mm,value,65mm
automatically_reduce_the_room_temperature_at_night_or_when_the_room_is_unoccupied,quality,automatically reduce the room temperature at night or when the room is unoccupied
onsite_electricity_generation_and_storage,object,onsite electricity generation and storage
photovoltaic_panels,object,photovoltaic panels
battery_storage,object,battery storage
an_appropriate_size_for_the_site___available_infrastructure_and_onsite_energy_demand,quality,"an appropriate size for the site , available infrastructure and onsite energy demand"
test_data,object,test data
certified_by_a_notified_body,quality,certified by a notified body
heat_exchanger,object,heat exchanger
